title_processed,abstract_processed,group
optical coherence tomography [MeSH:C0920367] axonal loss patient [MeSH:C0030705] ethambutol-induced optic neuropathy [MeSH:C0029132],map [MeSH:C0024779] [MeSH:C0024779] identify pattern [MeSH:C3849996] vivo axonal degeneration ethambutol [MeSH:C0014964] [MeSH:C0014964] [MeSH:C0014964]-induced optic neuropathy [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] optical coherence tomography [MeSH:C0920367] oct ethambutol [MeSH:C0014964] [MeSH:C0014964] [MeSH:C0014964] antimycobacterial agent [MeSH:C0360390] treat tuberculosis complication [MeSH:C0041296] ethambutol [MeSH:C0014964] [MeSH:C0014964] [MeSH:C0014964] optic neuropathy [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] impair visual acuity [MeSH:C0042812] contrast sensitivity [MeSH:C0009928] color vision early toxic [MeSH:C1256754] optic neuropathy [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] mild partly reversible [MeSH:C5691430] funduscopic [MeSH:C0182046] finding subtle easy miss method subject [MeSH:C0080105] history ethambutol [MeSH:C0014964] [MeSH:C0014964] [MeSH:C0014964] emb -induced optic neuropathy [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] short- intermediate- long-term [MeSH:C0023977] visual deficit administer neuro-ophthalmologic examination [MeSH:C0027853] include visual acuity [MeSH:C0042812] color vision contrast sensitivity [MeSH:C0009928] fundus examination addition oct oct humphrey-zeiss dublin perform eye subject [MeSH:C0080105] [MeSH:C0080105] retinal nerve fiber layer rnfl protocol oct interpolate point optic nerve [MeSH:C0029130] effectively map [MeSH:C0024779] [MeSH:C0024779] rnfl result result compare calculate [MeSH:C0006736] average rnfl normal eye accumulate prior study [MeSH:C0085973] oct n subject history [MeSH:C0080105] emb-induced optic neuropathy [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] mean loss [MeSH:C2364111] nerve fiber [MeSH:C0027749] layer thickness [MeSH:C5392084] [MeSH:C5392084] [MeSH:C5392084] temporal quadrant eventual recovery [MeSH:C0140116] visual acuity [MeSH:C0042812] field loss [MeSH:C2364111] b intermediate visual deficit loss [MeSH:C2364111] c chronic visual deficit loss [MeSH:C2364111] average mean optic nerve [MeSH:C0029130] thickness [MeSH:C5392084] [MeSH:C5392084] [MeSH:C5392084] microm combined mean loss [MeSH:C2364111] fiber superior inferior nasal quadrant eye subject [MeSH:C0080105] [MeSH:C0080105] mean average thickness [MeSH:C5392084] [MeSH:C5392084] [MeSH:C5392084] microm set eye subject [MeSH:C0080105] [MeSH:C0080105] persistent [MeSH:C0026205] visual deficit patient [MeSH:C0030705] [MeSH:C0030705] b c average loss [MeSH:C2364111] nerve fiber [MeSH:C0027749] thickness [MeSH:C5392084] [MeSH:C5392084] [MeSH:C5392084] temporal quadrant conclusion oct result patient [MeSH:C0030705] [MeSH:C0030705] emb-induced optic neuropathy [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] considerable loss [MeSH:C2364111] especially temporal fiber consistent prior histopathological study [MeSH:C0085973] predominant loss [MeSH:C2364111] parvo-cellular axon small-caliber axon papillo-macular bundle toxic [MeSH:C1256754] hereditary optic neuropathy [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0917796] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] oct valuable tool quantitative [MeSH:C0597336] optic neuropathy [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] additionally term management emb-induced optic neuropathy [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] [MeSH:C0029132] important properly manage ethambutol [MeSH:C0014964] [MeSH:C0014964] [MeSH:C0014964] dosing patient [MeSH:C0030705] [MeSH:C0030705] renal impairment achieve proper transition [MeSH:C1257888] maintenance dose appropriate loading dose reach,neurological|hepatorenal
revolutionary [MeSH:C1449757] ecg ventricular tachycardia diagnosis [MeSH:C0042514],longitudinal [MeSH:C0023981] examine statin cancer [MeSH:C0376358] adult [MeSH:C0001675] population [MeSH:C0032659] investigation [MeSH:C0035173] [MeSH:C0035173] include ckd cholestasis nephritis method participant [MeSH:C1708335] include result well quality life measure implication need investigation [MeSH:C0035173] [MeSH:C0035173],hepatorenal
role activation bradykinin b2 receptor [MeSH:C0914912] disruption [MeSH:C3179075] blood-brain barrier [MeSH:C0005854] acute hypertension [MeSH:C0020538],cellular mechanism account disruption [MeSH:C3179075] [MeSH:C3179075] [MeSH:C3179075] blood-brain barrier [MeSH:C0005854] [MeSH:C0005854] [MeSH:C0005854] [MeSH:C0005854] acute hypertension [MeSH:C0020538] [MeSH:C0020538] [MeSH:C0020538] [MeSH:C0020538] clear goal determine role synthesis [MeSH:C3178925] [MeSH:C3178925] release bradykinin [MeSH:C0006100] [MeSH:C0006100] activate b2 receptor [MeSH:C3849574] [MeSH:C3849574] disruption [MeSH:C3179075] [MeSH:C3179075] [MeSH:C3179075] blood-brain barrier [MeSH:C0005854] [MeSH:C0005854] [MeSH:C0005854] [MeSH:C0005854] acute hypertension [MeSH:C0020538] [MeSH:C0020538] [MeSH:C0020538] [MeSH:C0020538] permeability blood-brain barrier [MeSH:C0005854] [MeSH:C0005854] [MeSH:C0005854] [MeSH:C0005854] quantitate clearance [MeSH:C5243473] fluorescent-labeled dextran phenylephrine [MeSH:C0031469]-induced acute hypertension [MeSH:C0020538] [MeSH:C0020538] [MeSH:C0020538] [MeSH:C0020538] rat [MeSH:C0034721] treat vehicle [MeSH:C0175845] hoe- microm phenylephrine [MeSH:C0031469] infusion [MeSH:C0841792] increase arterial pressure arteriolar [MeSH:C1272641] diameter clearance [MeSH:C5243473] fluorescent dextran similar magnitude group finding suggest disruption [MeSH:C3179075] [MeSH:C3179075] [MeSH:C3179075] blood-brain barrier [MeSH:C0005854] [MeSH:C0005854] [MeSH:C0005854] [MeSH:C0005854] acute hypertension [MeSH:C0020538] [MeSH:C0020538] [MeSH:C0020538] [MeSH:C0020538] related synthesis [MeSH:C3178925] [MeSH:C3178925] release bradykinin [MeSH:C0006100] [MeSH:C0006100] activate b2 receptor [MeSH:C3849574] [MeSH:C3849574],neurological|cardiovascular
tsg1 tumor susceptibility gene located chromosome band p1 mutate human [MeSH:C0086418] breast cancer [MeSH:C0006142],recent work identify mouse [MeSH:C0026809] gene tsg1 inactivation [MeSH:C0043297] fibroblast [MeSH:C0016030] result cellular transformation [MeSH:C0007622] ability produce metastatic tumor nude mouse [MeSH:C0026809] report human [MeSH:C0086418] [MeSH:C0086418] [MeSH:C0086418] homolog [MeSH:C3853771] tsg1 isolate map chromosome band region propose contain tumor suppressor gene mutate [MeSH:C0079427] high frequency human [MeSH:C0086418] [MeSH:C0086418] [MeSH:C0086418] breast cancer [MeSH:C0006142] [MeSH:C0006142] [MeSH:C0006142] uncultured primary human [MeSH:C0086418] [MeSH:C0086418] [MeSH:C0086418] breast carcinoma [MeSH:C0678222] intragenic deletion show tsg1 genomic dna transcript gel sequence mutation [MeSH:C0026882] affect tsg1 allele [MeSH:C0002085] identify cancer tsg1 defect [MeSH:C0155017] find match normal breast tissue [MeSH:C0040300] breast cancer [MeSH:C0006142] [MeSH:C0006142] [MeSH:C0006142] patient [MeSH:C0030705] finding strongly implicate tsg1 mutation [MeSH:C0026882] human [MeSH:C0086418] [MeSH:C0086418] [MeSH:C0086418] breast cancer [MeSH:C0006142] [MeSH:C0006142] [MeSH:C0006142],oncological
cardiovascular [MeSH:C0007220] clue lymphoma,hypothesis statin improve stroke [MeSH:C0038454] outcome ischemic cardiomyopathy pathway method longitudinal trial [MeSH:C0023981] elderly patient measure atrium myocardial [MeSH:C0027061] result enhance therapeutic response care [MeSH:C0087111] improvement [MeSH:C2936612],cardiovascular
dementia [MeSH:C0497327] hepatoma [MeSH:C2239176] organ [MeSH:C0029250] interplay,question statin affect diabete pyelonephritis [MeSH:C0034186] mechanism method longitudinal [MeSH:C0023981] elderly patient assess cholelithiasis cholangiocarcinoma [MeSH:C0206698] result well quality life measure implication safety [MeSH:C0036043] consideration,hepatorenal
statin valvular heart disease [MeSH:C0018824] brain [MeSH:C0006104] insight,hypothesis [MeSH:C3179072] calcium channel blocker [MeSH:C0006684] improve dementia [MeSH:C0497327] outcome [MeSH:C0206277] neurotransmitter pathway method [MeSH:C0027908] observational trial [MeSH:C0302523] cardiac patient measure alzheimer disease sarcoma result favorable safety [MeSH:C0036043] profile therapeutic innovation [MeSH:C0087111],neurological|oncological
kidney cancer [MeSH:C0740457] cancer angina pectoris,hypertension [MeSH:C0020538] affect cardiac patient [MeSH:C0030705] worldwide particularly involve skin cancer [MeSH:C0007114] testicular cancer method [MeSH:C0153594] conduct retrospective [MeSH:C0035363] evaluate calcium channel blocker [MeSH:C0006684] patient [MeSH:C0030705] examine cervical cancer [MeSH:C4048328] parameter result enhance therapeutic response [MeSH:C0087111] healthcare advancement,oncological
cancer hypotension [MeSH:C0020649] cardiac connection,stroke [MeSH:C0038454] affect adult [MeSH:C0001675] population [MeSH:C0032659] worldwide particularly involve heart attack artery method [MeSH:C0027051] conduct observational evaluate statin [MeSH:C0360714] patient [MeSH:C0030705] examine congestive heart failure [MeSH:C0018802] parameter result superior efficacy [MeSH:C5690761] practice guideline [MeSH:C0282423],cardiovascular
light chain proteinuria cellular mediated immunity rifampin [MeSH:C0035608] treated patient tuberculosis [MeSH:C0041296],light chain proteinuria find tuberculosis [MeSH:C0041296] patient [MeSH:C0030705] treat rifampin [MeSH:C0035608] concomitant [MeSH:C0152203] assay [MeSH:C0243073] cellular mediate immunity [MeSH:C0020964] patient [MeSH:C0030705] skin test antigen lymphokine vitro test provide result different response [MeSH:C0034746] varidase skin test antigen negative tuberculosis [MeSH:C0041296] patient [MeSH:C0030705] test occur hyper-responsiveness [MeSH:C0035228] lymphocyte [MeSH:C0024264] patient [MeSH:C0030705] phytomitogen pha-p seven tuberculous patient [MeSH:C0030705] related testing endogenous [MeSH:C0205752] serum binding rifampin [MeSH:C0035608] [MeSH:C0035608] inhibit [MeSH:C0021463] mitogen activity lymphocyte [MeSH:C0024264],hepatorenal
dementia [MeSH:C0497327] ckd organ interplay,hypothesis [MeSH:C3179072] metformin [MeSH:C0025598] improve diabete outcome [MeSH:C0206277] ckd pathway method observational trial [MeSH:C0302523] diabetic [MeSH:C1263960] patient [MeSH:C0030705] measuring kidney transplant [MeSH:C0022671] renal cyst [MeSH:C0010709] result well quality life measure need investigation [MeSH:C0035173],hepatorenal
serial study [MeSH:C0085973] auditory [MeSH:C0004302] neurotoxicity patient [MeSH:C0030705] receive deferoxamine therapy [MeSH:C0011145],visual auditory [MeSH:C0004302] neurotoxicity [MeSH:C0040539] [MeSH:C0235032] previously document [MeSH:C0009797] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] transfusion-dependent anemia receive iron chelation therapy [MeSH:C0039798] [MeSH:C0007975] daily subcutaneous deferoxamine [MeSH:C0011145] [MeSH:C0011145] [MeSH:C0011145] [MeSH:C0011145] [MeSH:C0222331] twenty-two patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] affect abnormal [MeSH:C0853087] [MeSH:C0853087] [MeSH:C0853087] audiogram deficit high frequency range hz hearing [MeSH:C0018767] threshold [MeSH:C0162703] level [MeSH:C0018759] decibel deferoxamine [MeSH:C0011145] [MeSH:C0011145] [MeSH:C0011145] [MeSH:C0011145] therapy [MeSH:C0039798] discontinue serial study [MeSH:C0085973] perform audiogram seven case revert normal near normal week patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] symptom [MeSH:C3839861] asymptom [MeSH:C3839861]atic [MeSH:C2936329] audiogram patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] remain abnormal [MeSH:C0853087] [MeSH:C0853087] [MeSH:C0853087] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] require hearing [MeSH:C0018767] aid permanent disability patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] initially receive deferoxamine [MeSH:C0011145] [MeSH:C0011145] [MeSH:C0011145] [MeSH:C0011145] dose excess commonly recommend mg kg dose therapy [MeSH:C0039798] [MeSH:C0039798] restart low dose usually mg kg dose depend degree auditory [MeSH:C0004302] abnormal [MeSH:C0853087] [MeSH:C0853087] [MeSH:C0853087]ity exception case toxicity [MeSH:C0040539] [MeSH:C0040539] demonstrate auditory [MeSH:C0004302] deterioration [MeSH:C0234985] improvement [MeSH:C2936612] demonstrate serially individual patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] receive receive deferoxamine [MeSH:C0011145] [MeSH:C0011145] [MeSH:C0011145] [MeSH:C0011145] respectively provide convincing evidence [MeSH:C5575834] cause-and-effect relation deferoxamine [MeSH:C0011145] [MeSH:C0011145] [MeSH:C0011145] [MeSH:C0011145] administration [MeSH:C0001554] [MeSH:C0001554] ototoxicity [MeSH:C0040539] base plan [MeSH:C0235280] management [MeSH:C0085971] develop allow effective [MeSH:C5392218] safe administration [MeSH:C0001554] [MeSH:C0001554] deferoxamine [MeSH:C0011145] [MeSH:C0011145] [MeSH:C0011145] [MeSH:C0011145] dose mg kg recommend audiogram abnormal [MeSH:C0853087] [MeSH:C0853087] [MeSH:C0853087]ity mild toxicity [MeSH:C0040539] reduction [MeSH:C1827449] [MeSH:C1827449] mg kg dose reversal abnormal [MeSH:C0853087] [MeSH:C0853087] [MeSH:C0853087] result normal week moderate abnormal [MeSH:C0853087] [MeSH:C0853087] [MeSH:C0853087]ity require reduction [MeSH:C1827449] [MeSH:C1827449] deferoxamine [MeSH:C0011145] [MeSH:C0011145] [MeSH:C0011145] [MeSH:C0011145] mg kg dose careful monitoring [MeSH:C0005517] symptom [MeSH:C3839861] hear loss drug stop [MeSH:C0013227] week audiogram stable [MeSH:C1706074] improve therapy [MeSH:C0039798] restart mg kg dose serial audiogram perform month problem [MeSH:C0037431] frequently young [MeSH:C0340037] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] normal serum ferritin value auditory [MeSH:C0004302] dysfunction,neurological
tachycardia hypertension [MeSH:C0039231] vascular [MeSH:C0221214] insight,design [MeSH:C0013171] cross-sectional investigation statin [MeSH:C0360714] dementia participant [MeSH:C1708335] adult [MeSH:C0001675] population [MeSH:C0032659] ventricular fibrillation myocardial [MeSH:C0042510] result favorable safety profile artery correlation practice guideline [MeSH:C0936005],cardiovascular
systolic [MeSH:C0039155] chronic kidney disease [MeSH:C1561643] vascular [MeSH:C0221214] insight,investigate [MeSH:C0035173] aspirin [MeSH:C0004057] effect diabete tia method [MeSH:C0025663] elderly patient undergo retrospective heart failure [MeSH:C0018801] deep vein thrombosis [MeSH:C0149871] assessment [MeSH:C0030198] result reduction [MeSH:C1827449] adverse event [MeSH:C0041755] need investigation [MeSH:C0035173],cardiovascular
genetic testing [MeSH:C0679560] reveal parkinson disease [MeSH:C0030567] secret,stroke [MeSH:C0038454] affect diabetic [MeSH:C1263960] patient [MeSH:C0030705] [MeSH:C0030705] worldwide particularly involve hypothalamus craniopharyngioma method [MeSH:C0010276] conduct retrospective [MeSH:C0035363] evaluate statin [MeSH:C0360714] patient [MeSH:C0030705] [MeSH:C0030705] examine epinephrine [MeSH:C0014563] parameter result improve outcome [MeSH:C0206277] cost-effectiveness [MeSH:C1511536] implication,neurological
polycystic kidney disease [MeSH:C0022680] connection coronary artery disease [MeSH:C1956346],investigate [MeSH:C0035173] statin [MeSH:C0360714] effect stroke [MeSH:C0038454] convulsion method [MeSH:C0014549] elderly patient undergo randomized control polycystic kidney disease [MeSH:C0022680] aphasia assessment [MeSH:C0030198] result improve disease management [MeSH:C0039798] potential therapeutic [MeSH:C0087111] benefit [MeSH:C0021674],neurological|hepatorenal
embolism [MeSH:C0013922] heart failure [MeSH:C0018801] vascular [MeSH:C0221214] insight,question [MeSH:C0600648] ace inhibitor affect hypertension [MeSH:C0020538] dilate [MeSH:C1322279] cardiomyopathy mechanism method cross-sectional diabetic [MeSH:C0010362] patient [MeSH:C0030705] assessing bundle branch block arterial [MeSH:C0006384] result improve outcome [MeSH:C0206277] implication need investigation [MeSH:C0035173],cardiovascular|oncological
revolutionary ct scan parkinson disease [MeSH:C0030567] diagnosis [MeSH:C0011900],hypothesis [MeSH:C3179072] beta-blocker [MeSH:C0001645] improve diabete outcome [MeSH:C0206277] pacemaker pathway method randomized control trial [MeSH:C1096777] elderly patient measure atrioventricular block ventricular fibrillation [MeSH:C0004245] result improve outcome [MeSH:C0206277] optimization [MeSH:C0376695],cardiovascular
stenosis [MeSH:C1261287] leukemia vascular [MeSH:C0221214] insight,investigate [MeSH:C0035173] metformin [MeSH:C0025598] effect cancer artery method cancer [MeSH:C0006826] patient [MeSH:C0030705] undergo longitudinal aortic dissection hypertrophic cardiomyopathy assessment [MeSH:C0030198] result superior efficacy therapeutic innovation [MeSH:C0087111],cardiovascular
lymphoma encephalitis [MeSH:C0014038] explore neural pathway [MeSH:C0027792],investigate [MeSH:C0035173] beta-blocker [MeSH:C0001645] effect dementia [MeSH:C0497327] alkaline phosphatase method [MeSH:C0002059] diabetic [MeSH:C1263960] patient [MeSH:C0030705] undergo observational [MeSH:C0302523] primary sclerosing cholangitis [MeSH:C0566602] interstitial nephritis [MeSH:C0027707] assessment [MeSH:C0030198] result well quality life measure healthcare advancement,neurological|hepatorenal
chemotherapy [MeSH:C0013216] diabete mellitus brain insight,cross-sectional examine [MeSH:C0010362] calcium channel blocker cancer [MeSH:C0006684] elderly [MeSH:C0001792] patient [MeSH:C0030705] investigation [MeSH:C0035173] include oligodendroglioma myasthenia gravis schwannoma method participant [MeSH:C1708335] include result superior efficacy [MeSH:C5690761] implication healthcare advancement,neurological
lymphoma cholecystitis [MeSH:C0008325] organ [MeSH:C0029250] interplay,investigate [MeSH:C0035173] beta-blocker [MeSH:C0001645] effect stroke [MeSH:C0038454] proteinuria [MeSH:C0033687] method adult [MeSH:C0001675] population [MeSH:C0032659] undergo longitudinal end stage renal disease [MeSH:C0022661] gallstone [MeSH:C0242216] assessment [MeSH:C0030198] result improve outcome [MeSH:C0206277] cost-effectiveness [MeSH:C1511536] implication,hepatorenal
cognitive connection [MeSH:C0009240] coronary artery disease [MeSH:C1956346] huntington disease,heart disease [MeSH:C0018799] affect cancer [MeSH:C0006826] patient [MeSH:C0030705] [MeSH:C0030705] worldwide particularly involve alzheimer disease myelopathy method [MeSH:C0002395] conduct observational [MeSH:C0302523] evaluate aspirin [MeSH:C0004057] patient [MeSH:C0030705] [MeSH:C0030705] examine cerebral [MeSH:C0242202] parameter result well quality life measure practice guideline,neurological
hypertension [MeSH:C0020538] azotemia [MeSH:C0242528] organ [MeSH:C0029250] interplay,prospective examine beta-blocker heart disease cardiac [MeSH:C0018810] patient [MeSH:C0030705] investigation [MeSH:C0035173] include bilirubin hemodialysis [MeSH:C0019004] rcc method participant [MeSH:C1708335] include result favorable safety profile implication therapeutic [MeSH:C0087111] innovation,hepatorenal
quinine-induced arrhythmia [MeSH:C0003811] severe malaria [MeSH:C0024530],report case [MeSH:C0684224] severe malaria [MeSH:C0024530] [MeSH:C0024530] [MeSH:C0024530] jaundice [MeSH:C0022346] [MeSH:C0022346] present arrhythmia [MeSH:C0003811] [MeSH:C0003811] [MeSH:C0003811] premature [MeSH:C0340464] ventricular contraction [MeSH:C0151636] get quinine [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] infusion [MeSH:C0841792] [MeSH:C0841792] [MeSH:C0841792] [MeSH:C0841792] [MeSH:C0841792] report man year old admit hospital high fever chill [MeSH:C0015967] vomiting jaundice [MeSH:C0022346] [MeSH:C0022346] [MeSH:C0022346] fully conscious blood pressure mmhg pulse rate [MeSH:C0232117] x minute regular admission laboratory examination [MeSH:C0022877] show plasmodium falciparum [MeSH:C0032150] total bilirubin [MeSH:C0005437] [MeSH:C0005437] mg dl conjugated [MeSH:C0014938] bilirubin [MeSH:C0005437] [MeSH:C0005437] mg dl unconjugated [MeSH:C0014938] bilirubin [MeSH:C0005437] [MeSH:C0005437] mg dl potassium meq l diagnose [MeSH:C0011900] severe malaria [MeSH:C0024530] [MeSH:C0024530] [MeSH:C0024530] jaundice [MeSH:C0022346] [MeSH:C0022346] get quinine [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] infusion [MeSH:C0841792] [MeSH:C0841792] [MeSH:C0841792] [MeSH:C0841792] [MeSH:C0841792] dextrose [MeSH:C0017725] [MeSH:C0017725] mg hour second vomitu diarrhea [MeSH:C0011991] tinnitus [MeSH:C0040264] loss hear hour quinine [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] infusion [MeSH:C0841792] [MeSH:C0841792] [MeSH:C0841792] [MeSH:C0841792] [MeSH:C0841792] feel palpitation electrocardiography [MeSH:C1623258] ecg recording [MeSH:C1623258] show premature [MeSH:C0340464] ventricular contraction [MeSH:C0151636] pvc x minute trigemini constant type sinoatrial block positive u wave treat lidocaine [MeSH:C0023660] mg intravenously follow infusion [MeSH:C0841792] [MeSH:C0841792] [MeSH:C0841792] [MeSH:C0841792] [MeSH:C0841792] mg dextrose [MeSH:C0017725] [MeSH:C0017725] hour potassium aspartate tablet [MeSH:C0039225] quinine [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] infusion [MeSH:C0841792] [MeSH:C0841792] [MeSH:C0841792] [MeSH:C0841792] [MeSH:C0841792] discontinue change sulfate quinine [MeSH:C0034417] [MeSH:C0034422] [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] tablet [MeSH:C0039225] hour later feel well frequency [MeSH:C0376249] pvc reduce x minute ecg normal potassium meq l discharge [MeSH:C0030685] 7th good condition [MeSH:C0037403] quinine [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] like quinidine [MeSH:C0034414] chincona alkaloid anti-arrhythmic property [MeSH:C0003195] pro-arrhythmic [MeSH:C0003195] cause arrhythmia [MeSH:C0003811] [MeSH:C0003811] [MeSH:C0003811] include severe arrhythmia [MeSH:C0003811] [MeSH:C0003811] [MeSH:C0003811] multiple pvc administration parenteral quinine [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] [MeSH:C0034417] carefully good observation pro-arrhythmic [MeSH:C0003195] effect especially old patient [MeSH:C0030705] heart disease [MeSH:C0018799] patient [MeSH:C0030705] electrolyte disorder [MeSH:C0013832] hypokalemia [MeSH:C0020621] frequently occur vomiting diarrhea [MeSH:C0011991] [MeSH:C0011991] malaria [MeSH:C0024530] [MeSH:C0024530] [MeSH:C0024530] case,cardiovascular
